Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows,DayOfWeek,Month,IsWeekend,HourSin,HourCos,PowerCategory
0.6143733567046451,0.4709555620098751,0.004256181597081474,0.8247628174155073,0.2973946676856134,0.6666666666666666,0.0,0.0,0.06698729810778076,0.24999999999999978,2
0.7195442594215601,0.22567528318327046,0.9870287798946088,0.9448177842859893,0.2743903865499037,0.16666666666666666,0.0,0.0,0.37059047744873963,0.017037086855465844,2
0.5160886440465757,0.9056055765320941,0.003040129712201054,2.557224630649279e-05,0.0005341672060325803,0.8333333333333333,0.36363636363636365,1.0,0.5,1.0,0
0.4387755102040817,0.9172233517281441,0.003648155654641265,4.4414954111276956e-05,0.0005185710832287094,0.16666666666666666,0.9999999999999999,0.0,0.8535533905932737,0.8535533905932737,1
0.8043696006009766,0.3106302643043858,0.9874341305229023,0.7690422386213598,0.3987694659107746,0.6666666666666666,0.5454545454545454,0.0,0.8535533905932737,0.14644660940672627,2
0.2312507825215976,0.7995933778681383,0.006688285366842317,4.037723101025178e-05,0.0005068739911258061,0.3333333333333333,0.2727272727272727,0.0,0.24999999999999978,0.9330127018922192,2
0.2105922123450607,0.5254138832413593,0.9874341305229023,8.88299082225539e-05,0.000389903070096774,0.0,0.0,0.0,0.8535533905932737,0.8535533905932737,1
0.11168148240891451,0.9244844612256753,0.0064856100526955816,8.88299082225539e-05,0.0005341672060325803,1.0,0.9090909090909091,1.0,0.8535533905932737,0.8535533905932737,1
0.7492800801302116,0.0562009875108917,0.9843940008107013,9.421353902392081e-05,0.00030412439467548366,0.3333333333333333,0.9090909090909091,0.0,0.3705904774487392,0.9829629131445341,0
0.3577062726931264,0.4904153354632588,0.005674908796108635,0.022547991703824936,0.0696522844420877,0.16666666666666666,0.7272727272727273,0.0,0.017037086855465844,0.3705904774487397,0
0.20370602228621515,0.627214638396747,0.0060802594244021065,9.421353902392081e-05,0.00028852827187161276,0.8333333333333333,0.6363636363636364,1.0,0.5,1.0,1
0.5282959809690748,0.503920999128667,0.0060802594244021065,8.88299082225539e-05,0.0005497633288364513,0.6666666666666666,0.8181818181818182,0.0,0.9829629131445341,0.6294095225512604,1
0.6625766871165645,0.15843740923613125,0.9864207539521685,0.00014266621623622294,0.0001715573508425806,0.0,0.2727272727272727,0.0,0.6294095225512604,0.9829629131445341,1
0.6669588080631026,0.5583793203601511,0.9835832995541143,0.023113272937968457,0.05132684014753932,1.0,0.8181818181818182,1.0,0.9829629131445341,0.3705904774487397,1
0.29854763991486166,0.359279697937845,0.986218078638022,0.021659692621599398,0.06321888378549091,0.5,0.09090909090909091,0.0,0.0,0.4999999999999999,0
0.3611493677225492,0.8562300319488818,0.004458856911228212,2.960996940751797e-05,0.0005185710832287094,0.3333333333333333,0.0,0.0,0.24999999999999978,0.9330127018922192,0
0.5257919118567673,0.8910833575370316,0.0034454803404945274,7.940855432016183e-05,0.0002456389341609676,0.8333333333333333,0.36363636363636365,1.0,0.3705904774487392,0.9829629131445341,0
0.695129585576562,0.821376706360732,0.9843940008107013,0.7283958260710398,0.9937615508784516,0.0,0.36363636363636365,0.0,0.75,0.06698729810778065,0
0.4663202704394641,0.7356956142898634,0.003648155654641265,5.518221571401077e-05,0.00044838853061129,1.0,0.4545454545454545,1.0,0.6294095225512604,0.9829629131445341,1
0.28821835482659325,0.7821667150740634,0.007093635995135792,0.18774470284376837,0.1801508145075134,0.3333333333333333,0.2727272727272727,0.0,0.8535533905932737,0.14644660940672627,1
0.48416176286465507,0.7502178332849259,0.004661532225374947,6.998720041776975e-05,0.0005068739911258061,0.16666666666666666,0.5454545454545454,0.0,0.8535533905932737,0.8535533905932737,1
0.34675097032678104,0.35695614289863487,0.007904337251722739,0.6753670626775757,0.14841270460163605,0.0,0.4545454545454545,0.0,0.37059047744873963,0.017037086855465844,2
0.3041817954175535,0.591199535288992,0.9864207539521685,8.479218512152874e-05,0.0005653594516403223,1.0,0.1818181818181818,1.0,0.0,0.4999999999999999,0
0.19306372855890824,0.38135347081033977,0.007701661937576003,7.940855432016183e-05,0.00034701373238612887,1.0,0.2727272727272727,1.0,0.0669872981077807,0.75,0
0.36271441091774137,0.638396747022945,0.9872314552087557,0.04522653645458302,0.1072389403994167,0.0,0.5454545454545454,0.0,0.9829629131445341,0.3705904774487397,1
0.23469387755102045,0.6630845193145511,0.0060802594244021065,5.921993881503594e-05,0.0005341672060325803,0.8333333333333333,0.6363636363636364,1.0,0.14644660940672616,0.8535533905932737,0
0.39620633529485416,0.5805983154225967,0.0064856100526955816,0.8467011129310774,0.8732815022185485,1.0,0.09090909090909091,1.0,0.2500000000000001,0.06698729810778059,2
0.6184424690121447,0.721173395294801,0.984596676124848,0.00010901852372767979,0.00030412439467548366,0.5,0.7272727272727273,0.0,0.75,0.9330127018922194,2
0.6159383998998373,0.851873366250363,0.986218078638022,0.015226253813965945,0.03592566887871675,0.6666666666666666,0.2727272727272727,0.0,1.0,0.5,1
0.37773882559158634,0.732791170490851,0.004661532225374947,7.402492351879492e-05,0.0002456389341609676,0.0,0.9999999999999999,0.0,0.8535533905932737,0.8535533905932737,1
0.5201577563540754,0.6052860877142027,0.005472233481961896,3.4993600208884874e-05,0.0004327924078074191,1.0,0.1818181818181818,1.0,0.14644660940672616,0.8535533905932737,0
0.3282834606235132,0.904153354632588,0.005472233481961896,2.960996940751797e-05,0.0005185710832287094,0.16666666666666666,0.2727272727272727,0.0,0.8535533905932737,0.8535533905932737,1
0.34142982346312756,0.9288411269241938,0.0038508309687880025,4.4414954111276956e-05,0.0003314176095822579,0.3333333333333333,0.8181818181818182,0.0,0.75,0.9330127018922194,1
0.28634030299236257,0.5422596572756316,0.9864207539521685,4.979858491264385e-05,0.000389903070096774,0.3333333333333333,0.36363636363636365,0.0,0.5,1.0,2
0.6531864279454113,0.09279697937844905,0.9866234292663154,0.9878868306969245,0.5730561382440326,0.6666666666666666,0.36363636363636365,0.0,0.14644660940672644,0.14644660940672605,2
0.1977588581444848,0.6193726401394134,0.005472233481961896,8.479218512152874e-05,0.00036260985518999977,0.6666666666666666,0.9999999999999999,0.0,1.0,0.5,1
0.3664705145862026,0.9288411269241938,0.9860154033238752,6.460356961640285e-05,0.0003158214867783869,0.5,0.8181818181818182,0.0,0.9330127018922193,0.75,1
0.22718167021409796,0.6529189660180075,0.007093635995135792,0.6277219300854786,0.1460732861810554,0.8333333333333333,0.2727272727272727,1.0,0.5000000000000001,0.0,2
0.7226743458119445,0.193726401394133,0.9888528577219295,0.8690431807567501,0.28023893260135535,0.5,0.1818181818181818,0.0,0.14644660940672644,0.14644660940672605,2
0.4691373481908101,0.6225675283183272,0.9870287798946088,0.1012028377117954,0.28920670321358116,0.6666666666666666,0.09090909090909091,0.0,0.0,0.4999999999999999,0
0.19901089270063854,0.7371478361893697,0.007093635995135792,8.479218512152874e-05,0.000374306947292903,0.8333333333333333,0.2727272727272727,1.0,0.24999999999999978,0.9330127018922192,2
0.5896456742206085,0.510455997676445,0.007701661937576003,0.01279016087634742,0.03237755094083611,0.6666666666666666,0.9090909090909091,0.0,0.0,0.4999999999999999,0
0.12701890572179791,0.9709555620098751,0.007296311309282528,0.5419876095737106,0.21153801165030373,1.0,0.9090909090909091,1.0,0.6294095225512605,0.0170370868554659,2
0.34988105671716546,0.8896311356375255,0.0038508309687880025,0.0015814415479015278,0.004538471735926449,0.0,0.9999999999999999,0.0,1.0,0.5,1
0.31419807186678356,0.934650014522219,0.08086745034454804,3.4993600208884874e-05,0.0002729321490677418,0.8333333333333333,0.1818181818181818,1.0,1.0,0.5,1
